date,site,mean_temperature,ETP,RR,daylength,Cut
2001_10_31,ERDRE-EN-ANJOU,12.85,1.7,0.2,10.04,NA
2001_11_01,ERDRE-EN-ANJOU,9,1.4,0.2,9.988888889,NA
2001_11_02,ERDRE-EN-ANJOU,9.15,1.5,0,9.937777778,NA
2001_11_03,ERDRE-EN-ANJOU,9.55,1.4,0.2,9.887222222,NA
2001_11_04,ERDRE-EN-ANJOU,5.95,0.6,0.1,9.837222222,NA
2001_11_05,ERDRE-EN-ANJOU,10.1,1,0,9.7875,NA
2001_11_06,ERDRE-EN-ANJOU,9.1,0.3,1.3,9.738888889,NA
2001_11_07,ERDRE-EN-ANJOU,13.7,1.4,0,9.69,NA
2001_11_08,ERDRE-EN-ANJOU,8.4,1.1,4.8,9.641944444,NA
2001_11_09,ERDRE-EN-ANJOU,4.25,1,0.4,9.594166667,NA
2001_11_10,ERDRE-EN-ANJOU,4.7,1.3,0,9.5475,NA
2001_11_11,ERDRE-EN-ANJOU,3.35,0.7,0,9.500833333,NA
2001_11_12,ERDRE-EN-ANJOU,9.75,0.6,1,9.455,NA
2001_11_13,ERDRE-EN-ANJOU,9.2,0.8,0.2,9.41,NA
2001_11_14,ERDRE-EN-ANJOU,6.8,1.5,0.1,9.365277778,NA
2001_11_15,ERDRE-EN-ANJOU,4,1.3,0,9.321388889,NA
2001_11_16,ERDRE-EN-ANJOU,2.8,1,0,9.278611111,NA
2001_11_17,ERDRE-EN-ANJOU,4.5,0.8,0,9.236111111,NA
2001_11_18,ERDRE-EN-ANJOU,2.75,0.2,0,9.194722222,NA
2001_11_19,ERDRE-EN-ANJOU,4.55,0.6,0,9.153888889,NA
2001_11_20,ERDRE-EN-ANJOU,5.3,1.2,0,9.113611111,NA
2001_11_21,ERDRE-EN-ANJOU,4.05,0.8,0.1,9.074722222,NA
2001_11_22,ERDRE-EN-ANJOU,4.55,0.4,1.4,9.036666667,NA
2001_11_23,ERDRE-EN-ANJOU,7.4,0.9,0.3,8.999166667,NA
2001_11_24,ERDRE-EN-ANJOU,7.75,0.3,1.2,8.963055556,NA
2001_11_25,ERDRE-EN-ANJOU,9,0.5,5.1,8.9275,NA
2001_11_26,ERDRE-EN-ANJOU,7,0.5,0,8.893611111,NA
2001_11_27,ERDRE-EN-ANJOU,4.45,0.2,1.3,8.860277778,NA
2001_11_28,ERDRE-EN-ANJOU,9.75,0.9,0,8.827777778,NA
2001_11_29,ERDRE-EN-ANJOU,10.65,0.6,8.4,8.796944444,NA
2001_11_30,ERDRE-EN-ANJOU,12.75,0.7,1.2,8.766666667,NA
2001_12_01,ERDRE-EN-ANJOU,10.5,0.5,0.6,8.738055556,NA
2001_12_02,ERDRE-EN-ANJOU,6.95,0.4,0.5,8.710555556,NA
2001_12_03,ERDRE-EN-ANJOU,10.15,0.6,0.6,8.684166667,NA
2001_12_04,ERDRE-EN-ANJOU,10.35,0.7,1.1,8.658888889,NA
2001_12_05,ERDRE-EN-ANJOU,11.25,0.4,0.3,8.635,NA
2001_12_06,ERDRE-EN-ANJOU,9.05,0.9,0.2,8.612222222,NA
2001_12_07,ERDRE-EN-ANJOU,6.15,1.1,0,8.590833333,NA
2001_12_08,ERDRE-EN-ANJOU,2.55,0.7,0,8.570833333,NA
2001_12_09,ERDRE-EN-ANJOU,1.4,0.6,0,8.552222222,NA
2001_12_10,ERDRE-EN-ANJOU,0.9,0.8,0,8.535,NA
2001_12_11,ERDRE-EN-ANJOU,0.6,0.7,0,8.518888889,NA
2001_12_12,ERDRE-EN-ANJOU,2.3,0.5,0,8.504722222,NA
2001_12_13,ERDRE-EN-ANJOU,4.6,1.3,0,8.491388889,NA
2001_12_14,ERDRE-EN-ANJOU,-0.7,1.3,0,8.479722222,NA
2001_12_15,ERDRE-EN-ANJOU,-3.45,0.7,0,8.469444444,NA
2001_12_16,ERDRE-EN-ANJOU,-0.55,0.9,0,8.460833333,NA
2001_12_17,ERDRE-EN-ANJOU,-0.15,0.9,0,8.453611111,NA
2001_12_18,ERDRE-EN-ANJOU,1.1,0.6,0,8.448055556,NA
2001_12_19,ERDRE-EN-ANJOU,-0.9,0.6,0,8.443611111,NA
2001_12_20,ERDRE-EN-ANJOU,1.4,0.8,0,8.441111111,NA
2001_12_21,ERDRE-EN-ANJOU,-0.75,0.5,2.4,8.44,NA
2001_12_22,ERDRE-EN-ANJOU,2.4,0.6,0.1,8.440277778,NA
2001_12_23,ERDRE-EN-ANJOU,-0.45,0.5,0,8.441944444,NA
2001_12_24,ERDRE-EN-ANJOU,0.45,0.5,0.7,8.445277778,NA
2001_12_25,ERDRE-EN-ANJOU,6.7,0.8,4.2,8.450277778,NA
2001_12_26,ERDRE-EN-ANJOU,2.45,0.8,0.2,8.456388889,NA
2001_12_27,ERDRE-EN-ANJOU,5.1,0.1,0.3,8.464166667,NA
2001_12_28,ERDRE-EN-ANJOU,10.1,0.9,11.5,8.473611111,NA
2001_12_29,ERDRE-EN-ANJOU,8.8,0.3,20.8,8.484444444,NA
2001_12_30,ERDRE-EN-ANJOU,1.15,0.5,0,8.496666667,NA
2001_12_31,ERDRE-EN-ANJOU,0.75,0.6,0.1,8.510277778,NA
2002_01_01,ERDRE-EN-ANJOU,-1,0.8,0,8.525555556,NA
2002_01_02,ERDRE-EN-ANJOU,0.2,0.8,0,8.541944444,NA
2002_01_03,ERDRE-EN-ANJOU,2.8,1,0,8.559722222,NA
2002_01_04,ERDRE-EN-ANJOU,3.85,0.5,0,8.579166667,NA
2002_01_05,ERDRE-EN-ANJOU,6.35,0.8,0,8.6,NA
2002_01_06,ERDRE-EN-ANJOU,3.3,0.6,0,8.621666667,NA
2002_01_07,ERDRE-EN-ANJOU,2.8,0.7,0,8.645277778,NA
2002_01_08,ERDRE-EN-ANJOU,2.1,0.8,0,8.669722222,NA
2002_01_09,ERDRE-EN-ANJOU,3.55,0.3,0.5,8.695555556,NA
2002_01_10,ERDRE-EN-ANJOU,6,0.6,2.3,8.722777778,NA
2002_01_11,ERDRE-EN-ANJOU,7.05,0.3,2.4,8.750833333,NA
2002_01_12,ERDRE-EN-ANJOU,9.3,0.8,0.2,8.780555556,NA
2002_01_13,ERDRE-EN-ANJOU,9.6,0.8,0.3,8.811388889,NA
2002_01_14,ERDRE-EN-ANJOU,9.15,0.4,2.7,8.843055556,NA
2002_01_15,ERDRE-EN-ANJOU,8.75,0.6,4,8.876111111,NA
2002_01_16,ERDRE-EN-ANJOU,4.25,0.4,0.5,8.909722222,NA
2002_01_17,ERDRE-EN-ANJOU,7.4,0.7,1.4,8.945,NA
2002_01_18,ERDRE-EN-ANJOU,8.15,0.6,1.9,8.981111111,NA
2002_01_19,ERDRE-EN-ANJOU,10.05,1,0,9.018333333,NA
2002_01_20,ERDRE-EN-ANJOU,11,1.3,0,9.056111111,NA
2002_01_21,ERDRE-EN-ANJOU,10.1,1.6,0.2,9.095,NA
2002_01_22,ERDRE-EN-ANJOU,9.1,1,0.2,9.134722222,NA
2002_01_23,ERDRE-EN-ANJOU,9.55,1.1,1.9,9.175555556,NA
2002_01_24,ERDRE-EN-ANJOU,10.2,1.2,0.3,9.216944444,NA
2002_01_25,ERDRE-EN-ANJOU,8.9,0.8,0.2,9.259444444,NA
2002_01_26,ERDRE-EN-ANJOU,11.5,1.1,14,9.3025,NA
2002_01_27,ERDRE-EN-ANJOU,12.5,1,1.1,9.346388889,NA
2002_01_28,ERDRE-EN-ANJOU,12.1,1.7,0.2,9.391111111,NA
2002_01_29,ERDRE-EN-ANJOU,8.45,0.6,0,9.436388889,NA
2002_01_30,ERDRE-EN-ANJOU,11.3,0.9,0,9.482222222,NA
2002_01_31,ERDRE-EN-ANJOU,8.9,0.7,3,9.528888889,NA
2002_02_01,ERDRE-EN-ANJOU,13.05,2,0,9.576111111,NA
2002_02_02,ERDRE-EN-ANJOU,10.7,1.9,0,9.623888889,NA
2002_02_03,ERDRE-EN-ANJOU,11.05,2.3,1.8,9.6725,NA
2002_02_04,ERDRE-EN-ANJOU,10.6,1.3,3,9.721388889,NA
2002_02_05,ERDRE-EN-ANJOU,11.05,0.8,12.5,9.770833333,NA
2002_02_06,ERDRE-EN-ANJOU,7.6,1.4,0.5,9.820833333,NA
2002_02_07,ERDRE-EN-ANJOU,5.75,0.7,0.5,9.871388889,NA
2002_02_08,ERDRE-EN-ANJOU,10.85,0.4,0.1,9.922222222,NA
2002_02_09,ERDRE-EN-ANJOU,10.8,0.8,13.7,9.973611111,NA
2002_02_10,ERDRE-EN-ANJOU,9.65,0.7,0.9,10.02555556,NA
2002_02_11,ERDRE-EN-ANJOU,11.5,1.3,0,10.07777778,NA
2002_02_12,ERDRE-EN-ANJOU,12.95,1.3,0,10.13027778,NA
2002_02_13,ERDRE-EN-ANJOU,8.9,0.5,14.1,10.18333333,NA
2002_02_14,ERDRE-EN-ANJOU,6.9,1.7,0.1,10.23638889,NA
2002_02_15,ERDRE-EN-ANJOU,4.5,1.7,0,10.29,NA
2002_02_16,ERDRE-EN-ANJOU,3.35,1.4,0,10.34388889,NA
2002_02_17,ERDRE-EN-ANJOU,1.7,0.7,0,10.39805556,NA
2002_02_18,ERDRE-EN-ANJOU,4.45,0.8,0.2,10.4525,NA
2002_02_19,ERDRE-EN-ANJOU,7.45,1.1,3.1,10.50722222,NA
2002_02_20,ERDRE-EN-ANJOU,9.8,1.2,13.1,10.56222222,NA
2002_02_21,ERDRE-EN-ANJOU,6.6,1.5,0.3,10.61722222,NA
2002_02_22,ERDRE-EN-ANJOU,8.8,0.5,0.8,10.67277778,NA
2002_02_23,ERDRE-EN-ANJOU,9.85,2,0.2,10.72833333,NA
2002_02_24,ERDRE-EN-ANJOU,6.75,0.8,0.4,10.78416667,NA
2002_02_25,ERDRE-EN-ANJOU,10.6,1,7.2,10.84,NA
2002_02_26,ERDRE-EN-ANJOU,12.8,1.9,5.9,10.89638889,NA
2002_02_27,ERDRE-EN-ANJOU,8.8,1,4.2,10.9525,NA
2002_02_28,ERDRE-EN-ANJOU,7.15,1.4,1.7,11.00916667,NA
2002_03_01,ERDRE-EN-ANJOU,4.1,0.3,20.2,11.06555556,NA
2002_03_02,ERDRE-EN-ANJOU,4.75,0.9,0.1,11.12222222,NA
2002_03_03,ERDRE-EN-ANJOU,3.85,1.6,0,11.17888889,NA
2002_03_04,ERDRE-EN-ANJOU,4.75,1.8,0,11.23583333,NA
2002_03_05,ERDRE-EN-ANJOU,5.2,1.5,0,11.29277778,NA
2002_03_06,ERDRE-EN-ANJOU,6.55,1,0.5,11.35027778,NA
2002_03_07,ERDRE-EN-ANJOU,12.2,1.8,0.1,11.4075,NA
2002_03_08,ERDRE-EN-ANJOU,8.1,1.6,0,11.46444444,NA
2002_03_09,ERDRE-EN-ANJOU,10.6,2.1,0,11.52194444,NA
2002_03_10,ERDRE-EN-ANJOU,8.35,2.1,0,11.57944444,NA
2002_03_11,ERDRE-EN-ANJOU,5.55,0.5,4.9,11.63694444,NA
2002_03_12,ERDRE-EN-ANJOU,10.9,1.1,1.5,11.69444444,NA
2002_03_13,ERDRE-EN-ANJOU,12.5,1.7,0.1,11.75194444,NA
2002_03_14,ERDRE-EN-ANJOU,9.1,0.4,8.7,11.80944444,NA
2002_03_15,ERDRE-EN-ANJOU,10.8,1.4,2.5,11.86722222,NA
2002_03_16,ERDRE-EN-ANJOU,9,0.3,4.1,11.925,NA
2002_03_17,ERDRE-EN-ANJOU,11.35,2,2.6,11.9825,NA
2002_03_18,ERDRE-EN-ANJOU,11.25,0.9,18.2,12.04027778,NA
2002_03_19,ERDRE-EN-ANJOU,13.9,1.8,0,12.09777778,NA
2002_03_20,ERDRE-EN-ANJOU,13.75,2,0,12.15583333,NA
2002_03_21,ERDRE-EN-ANJOU,12.85,1.4,1.1,12.21333333,NA
2002_03_22,ERDRE-EN-ANJOU,12,1.6,0,12.27111111,NA
2002_03_23,ERDRE-EN-ANJOU,9.85,1.4,0,12.32833333,NA
2002_03_24,ERDRE-EN-ANJOU,8.1,2.4,0,12.38611111,NA
2002_03_25,ERDRE-EN-ANJOU,7.2,2.4,0,12.44388889,NA
2002_03_26,ERDRE-EN-ANJOU,5.95,1.9,0,12.50111111,NA
2002_03_27,ERDRE-EN-ANJOU,7.2,2.3,0,12.55861111,NA
2002_03_28,ERDRE-EN-ANJOU,8.35,3.1,0,12.61583333,NA
2002_03_29,ERDRE-EN-ANJOU,10.85,3.2,0,12.67333333,NA
2002_03_30,ERDRE-EN-ANJOU,11.05,2.6,0,12.73055556,NA
2002_03_31,ERDRE-EN-ANJOU,8.2,1.1,0.1,12.78777778,NA
2002_04_01,ERDRE-EN-ANJOU,11.6,2.1,0,12.845,NA
2002_04_02,ERDRE-EN-ANJOU,12.3,2,0,12.90194444,NA
2002_04_03,ERDRE-EN-ANJOU,11.5,1.4,0.4,12.95888889,NA
2002_04_04,ERDRE-EN-ANJOU,12.85,1.6,0,13.01583333,NA
2002_04_05,ERDRE-EN-ANJOU,10.35,2.2,0.1,13.07277778,NA
2002_04_06,ERDRE-EN-ANJOU,11.05,3.6,0,13.12944444,NA
2002_04_07,ERDRE-EN-ANJOU,8.25,1.9,12.9,13.18583333,NA
2002_04_08,ERDRE-EN-ANJOU,10.4,3.7,0,13.2425,NA
2002_04_09,ERDRE-EN-ANJOU,9.75,4,0,13.29861111,NA
2002_04_10,ERDRE-EN-ANJOU,8.9,3.2,0,13.355,NA
2002_04_11,ERDRE-EN-ANJOU,8.05,2,2.4,13.41083333,NA
2002_04_12,ERDRE-EN-ANJOU,9.85,3.3,0,13.46638889,NA
2002_04_13,ERDRE-EN-ANJOU,8.15,2.4,0,13.52222222,NA
2002_04_14,ERDRE-EN-ANJOU,6.65,1.7,0.2,13.57777778,NA
2002_04_15,ERDRE-EN-ANJOU,8.25,1.5,2.5,13.63305556,NA
2002_04_16,ERDRE-EN-ANJOU,7.6,2.5,0,13.68805556,NA
2002_04_17,ERDRE-EN-ANJOU,9.25,2.6,0.6,13.74305556,NA
2002_04_18,ERDRE-EN-ANJOU,9.05,2.7,0.1,13.79777778,NA
2002_04_19,ERDRE-EN-ANJOU,9.15,2.6,0,13.85194444,NA
2002_04_20,ERDRE-EN-ANJOU,10.5,1.5,0,13.90611111,NA
2002_04_21,ERDRE-EN-ANJOU,11.3,2.4,0,13.96027778,NA
2002_04_22,ERDRE-EN-ANJOU,12.5,3.4,0,14.01361111,NA
2002_04_23,ERDRE-EN-ANJOU,15.5,3.7,0,14.06694444,NA
2002_04_24,ERDRE-EN-ANJOU,15.5,4,0,14.12027778,NA
2002_04_25,ERDRE-EN-ANJOU,15.15,3.7,0,14.17277778,NA
2002_04_26,ERDRE-EN-ANJOU,11.8,1.5,0.2,14.22527778,NA
2002_04_27,ERDRE-EN-ANJOU,9.65,3,0.1,14.27722222,NA
2002_04_28,ERDRE-EN-ANJOU,12.65,3,2.6,14.32861111,NA
2002_04_29,ERDRE-EN-ANJOU,11.35,3.3,0.5,14.38,NA
2002_04_30,ERDRE-EN-ANJOU,11.15,2.3,2.5,14.43083333,NA
2002_05_01,ERDRE-EN-ANJOU,11.05,1.7,12.1,14.48166667,NA
2002_05_02,ERDRE-EN-ANJOU,9.9,2.4,2.6,14.53138889,NA
2002_05_03,ERDRE-EN-ANJOU,10.9,3.3,0,14.58111111,NA
2002_05_04,ERDRE-EN-ANJOU,9.45,2.1,3.3,14.63027778,NA
2002_05_05,ERDRE-EN-ANJOU,9.35,2.8,0,14.67888889,NA
2002_05_06,ERDRE-EN-ANJOU,7.95,2.4,0.1,14.72694444,NA
2002_05_07,ERDRE-EN-ANJOU,12.7,3.2,0,14.77472222,NA
2002_05_08,ERDRE-EN-ANJOU,15.25,3.4,0,14.82194444,NA
2002_05_09,ERDRE-EN-ANJOU,12.7,1.2,2.1,14.86833333,NA
2002_05_10,ERDRE-EN-ANJOU,12.25,1,5.9,14.91416667,NA
2002_05_11,ERDRE-EN-ANJOU,13.35,3,0,14.95972222,NA
2002_05_12,ERDRE-EN-ANJOU,12.4,2.6,0,15.00444444,NA
2002_05_13,ERDRE-EN-ANJOU,15.45,2,8.6,15.04833333,NA
2002_05_14,ERDRE-EN-ANJOU,13.35,2.8,2,15.09166667,NA
2002_05_15,ERDRE-EN-ANJOU,15.25,3.9,0,15.13416667,NA
2002_05_16,ERDRE-EN-ANJOU,21.35,4.5,0,15.17638889,NA
2002_05_17,ERDRE-EN-ANJOU,18.15,2.8,0.3,15.2175,NA
2002_05_18,ERDRE-EN-ANJOU,14.9,3.6,0,15.25777778,NA
2002_05_19,ERDRE-EN-ANJOU,15.65,2.9,0.8,15.2975,NA
2002_05_20,ERDRE-EN-ANJOU,18.8,3.9,7,15.33611111,NA
2002_05_21,ERDRE-EN-ANJOU,16.85,3.8,5.8,15.37388889,NA
2002_05_22,ERDRE-EN-ANJOU,15.3,3.5,0.8,15.41083333,NA
2002_05_23,ERDRE-EN-ANJOU,13.2,3.7,0.6,15.44694444,NA
2002_05_24,ERDRE-EN-ANJOU,14,2.5,2.5,15.48222222,NA
2002_05_25,ERDRE-EN-ANJOU,13.55,2.8,5.2,15.51638889,NA
2002_05_26,ERDRE-EN-ANJOU,13.35,2.9,2.7,15.54944444,NA
2002_05_27,ERDRE-EN-ANJOU,11.35,2.6,7.5,15.58166667,NA
2002_05_28,ERDRE-EN-ANJOU,11.7,1.6,3.6,15.61305556,NA
2002_05_29,ERDRE-EN-ANJOU,12.5,3.2,0.5,15.64305556,NA
2002_05_30,ERDRE-EN-ANJOU,13.2,3.7,0,15.67222222,NA
2002_05_31,ERDRE-EN-ANJOU,15.2,4.8,0,15.7,NA
2002_06_01,ERDRE-EN-ANJOU,19.95,4.7,0,15.72694444,NA
2002_06_02,ERDRE-EN-ANJOU,21.4,4.3,0.1,15.75277778,NA
2002_06_03,ERDRE-EN-ANJOU,17.8,3.1,0,15.77722222,NA
2002_06_04,ERDRE-EN-ANJOU,16.55,2.9,1.4,15.80027778,NA
2002_06_05,ERDRE-EN-ANJOU,14.55,1.7,0.3,15.82277778,NA
2002_06_06,ERDRE-EN-ANJOU,13.4,3.8,0,15.84361111,NA
2002_06_07,ERDRE-EN-ANJOU,14.9,3.5,4.1,15.86305556,NA
2002_06_08,ERDRE-EN-ANJOU,14.65,2.8,1.9,15.88138889,NA
2002_06_09,ERDRE-EN-ANJOU,13.3,1.5,1.3,15.89861111,NA
2002_06_10,ERDRE-EN-ANJOU,14.2,3.1,1,15.91444444,NA
2002_06_11,ERDRE-EN-ANJOU,14.8,2.4,0.4,15.92888889,NA
2002_06_12,ERDRE-EN-ANJOU,16.05,3.3,0,15.94194444,NA
2002_06_13,ERDRE-EN-ANJOU,17.7,3.4,0,15.95388889,NA
2002_06_14,ERDRE-EN-ANJOU,21.1,3.2,0.1,15.96444444,NA
2002_06_15,ERDRE-EN-ANJOU,18.05,3.4,0,15.97333333,NA
2002_06_16,ERDRE-EN-ANJOU,21.85,6.1,0,15.98111111,NA
2002_06_17,ERDRE-EN-ANJOU,26.05,5.5,0,15.9875,NA
2002_06_18,ERDRE-EN-ANJOU,20.55,4.1,0.1,15.9925,NA
2002_06_19,ERDRE-EN-ANJOU,19.3,3,11.3,15.99611111,NA
2002_06_20,ERDRE-EN-ANJOU,16.8,3.2,0.1,15.99833333,NA
2002_06_21,ERDRE-EN-ANJOU,18.8,3.5,0,15.99888889,NA
2002_06_22,ERDRE-EN-ANJOU,19.25,5.1,0,15.99805556,NA
2002_06_23,ERDRE-EN-ANJOU,18.35,5,0,15.99638889,NA
2002_06_24,ERDRE-EN-ANJOU,16.1,5.1,0,15.99277778,NA
2002_06_25,ERDRE-EN-ANJOU,17.85,5.8,0,15.98805556,NA
2002_06_26,ERDRE-EN-ANJOU,18.5,5.8,0,15.98166667,NA
2002_06_27,ERDRE-EN-ANJOU,16.85,3.6,0,15.97416667,NA
2002_06_28,ERDRE-EN-ANJOU,15.35,4.3,0,15.96527778,NA
2002_06_29,ERDRE-EN-ANJOU,15.7,4.9,0,15.955,NA
2002_06_30,ERDRE-EN-ANJOU,15.75,4.5,0,15.94333333,NA
2002_07_01,ERDRE-EN-ANJOU,15.3,1.7,1,15.93027778,NA
2002_07_02,ERDRE-EN-ANJOU,15.5,2.9,7.5,15.91611111,NA
2002_07_03,ERDRE-EN-ANJOU,16.45,3.1,3.9,15.90055556,NA
2002_07_04,ERDRE-EN-ANJOU,15.25,4.1,0,15.88388889,NA
2002_07_05,ERDRE-EN-ANJOU,14.65,1.4,7.9,15.86555556,NA
2002_07_06,ERDRE-EN-ANJOU,16.35,3.8,0,15.84611111,NA
2002_07_07,ERDRE-EN-ANJOU,16.65,4,0,15.82527778,NA
2002_07_08,ERDRE-EN-ANJOU,17.8,5.1,0.2,15.80361111,NA
2002_07_09,ERDRE-EN-ANJOU,17.65,2.4,6.4,15.78055556,NA
2002_07_10,ERDRE-EN-ANJOU,16.05,3,0.9,15.75611111,NA
2002_07_11,ERDRE-EN-ANJOU,15.2,2.7,1.6,15.73083333,NA
2002_07_12,ERDRE-EN-ANJOU,17.15,2,0.8,15.70444444,NA
2002_07_13,ERDRE-EN-ANJOU,17.95,4.9,0,15.67666667,NA
2002_07_14,ERDRE-EN-ANJOU,17.75,5,0,15.64777778,NA
2002_07_15,ERDRE-EN-ANJOU,18.4,5.7,0,15.61833333,NA
2002_07_16,ERDRE-EN-ANJOU,20.85,6.2,0,15.58722222,NA
2002_07_17,ERDRE-EN-ANJOU,20.2,4,0,15.55555556,NA
2002_07_18,ERDRE-EN-ANJOU,19.8,5.1,0,15.5225,NA
2002_07_19,ERDRE-EN-ANJOU,21.3,5.8,0,15.48888889,NA
2002_07_20,ERDRE-EN-ANJOU,22.9,5.8,0,15.45388889,NA
2002_07_21,ERDRE-EN-ANJOU,17,4.5,0,15.41833333,NA
2002_07_22,ERDRE-EN-ANJOU,18.95,5.4,0,15.38166667,NA
2002_07_23,ERDRE-EN-ANJOU,19.65,5.3,0.1,15.34416667,NA
2002_07_24,ERDRE-EN-ANJOU,19.6,4.6,0,15.30611111,NA
2002_07_25,ERDRE-EN-ANJOU,19.7,3,0,15.26722222,NA
2002_07_26,ERDRE-EN-ANJOU,19.85,3.4,0,15.2275,NA
2002_07_27,ERDRE-EN-ANJOU,23.15,4.7,0,15.18666667,NA
2002_07_28,ERDRE-EN-ANJOU,22.6,5.3,0,15.14527778,NA
2002_07_29,ERDRE-EN-ANJOU,22.7,3.4,0,15.10305556,NA
2002_07_30,ERDRE-EN-ANJOU,17.25,0.9,16.6,15.06055556,NA
2002_07_31,ERDRE-EN-ANJOU,16.8,3.6,2.3,15.01722222,NA
2002_08_01,ERDRE-EN-ANJOU,14.35,2,5.9,14.97305556,NA
2002_08_02,ERDRE-EN-ANJOU,16.65,2.1,12.3,14.92833333,NA
2002_08_03,ERDRE-EN-ANJOU,17.4,4.1,0,14.88305556,NA
2002_08_04,ERDRE-EN-ANJOU,18.8,3.2,0.9,14.83722222,NA
2002_08_05,ERDRE-EN-ANJOU,17.2,1.8,0.1,14.79083333,NA
2002_08_06,ERDRE-EN-ANJOU,18.15,3.6,0,14.74388889,NA
2002_08_07,ERDRE-EN-ANJOU,19.15,3.7,0,14.69638889,NA
2002_08_08,ERDRE-EN-ANJOU,18.95,3.6,10.3,14.64861111,NA
2002_08_09,ERDRE-EN-ANJOU,16.4,2.5,6,14.6,NA
2002_08_10,ERDRE-EN-ANJOU,14.4,1.2,9.2,14.55111111,NA
2002_08_11,ERDRE-EN-ANJOU,16.55,2.6,0.2,14.50166667,NA
2002_08_12,ERDRE-EN-ANJOU,18.2,3.9,0.2,14.45194444,NA
2002_08_13,ERDRE-EN-ANJOU,17.35,4.5,0,14.40194444,NA
2002_08_14,ERDRE-EN-ANJOU,20.8,5.3,0,14.35138889,NA
2002_08_15,ERDRE-EN-ANJOU,23.2,3.7,0,14.30055556,NA
2002_08_16,ERDRE-EN-ANJOU,21.6,3.2,0,14.24888889,NA
2002_08_17,ERDRE-EN-ANJOU,21.65,3.9,0,14.1975,NA
2002_08_18,ERDRE-EN-ANJOU,19.7,1.6,6.5,14.14555556,NA
2002_08_19,ERDRE-EN-ANJOU,21.6,3.1,0,14.09333333,NA
2002_08_20,ERDRE-EN-ANJOU,19.2,3.5,0,14.04083333,NA
2002_08_21,ERDRE-EN-ANJOU,17,3.4,0,13.98805556,NA
2002_08_22,ERDRE-EN-ANJOU,17.15,0.9,2.7,13.935,NA
2002_08_23,ERDRE-EN-ANJOU,18.65,3.9,0,13.88166667,NA
2002_08_24,ERDRE-EN-ANJOU,18.3,3.6,0,13.82833333,NA
2002_08_25,ERDRE-EN-ANJOU,17.3,1.8,3.2,13.77444444,NA
2002_08_26,ERDRE-EN-ANJOU,16,1,17.2,13.72027778,NA
2002_08_27,ERDRE-EN-ANJOU,17.1,1.1,8.2,13.66638889,NA
2002_08_28,ERDRE-EN-ANJOU,18.55,2.2,0.2,13.61194444,NA
2002_08_29,ERDRE-EN-ANJOU,18.2,2.7,0,13.55722222,NA
2002_08_30,ERDRE-EN-ANJOU,19.95,3.5,0,13.5025,NA
2002_08_31,ERDRE-EN-ANJOU,17.75,2.6,0,13.4475,NA
2002_09_01,ERDRE-EN-ANJOU,16.4,3.9,0,13.3925,NA
2002_09_02,ERDRE-EN-ANJOU,15.6,3.3,0,13.3375,NA
2002_09_03,ERDRE-EN-ANJOU,18.05,2.1,0,13.28194444,NA
2002_09_04,ERDRE-EN-ANJOU,18.55,3.3,0,13.22638889,NA
2002_09_05,ERDRE-EN-ANJOU,17.05,3,0,13.17055556,NA
2002_09_06,ERDRE-EN-ANJOU,15.75,1.8,0,13.115,NA
2002_09_07,ERDRE-EN-ANJOU,17.45,1,0.1,13.05916667,NA
2002_09_08,ERDRE-EN-ANJOU,16.75,2.3,22.8,13.00305556,NA
2002_09_09,ERDRE-EN-ANJOU,16.35,2.4,19.8,12.94694444,NA
2002_09_10,ERDRE-EN-ANJOU,13.4,2.5,0,12.89055556,NA
2002_09_11,ERDRE-EN-ANJOU,16.75,2.9,0.1,12.83444444,NA
2002_09_12,ERDRE-EN-ANJOU,15.85,3,0.1,12.77805556,NA
2002_09_13,ERDRE-EN-ANJOU,16.95,3.7,0,12.72166667,NA
2002_09_14,ERDRE-EN-ANJOU,17.55,4.3,0,12.66527778,NA
2002_09_15,ERDRE-EN-ANJOU,16.1,3.3,0,12.60861111,NA
2002_09_16,ERDRE-EN-ANJOU,16.65,4.2,0,12.55222222,NA
2002_09_17,ERDRE-EN-ANJOU,16.45,3.6,0,12.49555556,NA
2002_09_18,ERDRE-EN-ANJOU,18.25,2.7,16.8,12.43861111,NA
2002_09_19,ERDRE-EN-ANJOU,18,1.4,0.7,12.38222222,NA
2002_09_20,ERDRE-EN-ANJOU,19.15,2.4,0,12.32527778,NA
2002_09_21,ERDRE-EN-ANJOU,17.2,2.8,0,12.26861111,NA
2002_09_22,ERDRE-EN-ANJOU,15,2.7,0,12.21194444,NA
2002_09_23,ERDRE-EN-ANJOU,13.5,2.8,0,12.15527778,NA
2002_09_24,ERDRE-EN-ANJOU,11.5,2.7,0,12.09833333,NA
2002_09_25,ERDRE-EN-ANJOU,10.9,2.3,0.1,12.04166667,NA
2002_09_26,ERDRE-EN-ANJOU,12.3,2,0.1,11.98472222,NA
2002_09_27,ERDRE-EN-ANJOU,13.85,2.5,0.1,11.92805556,NA
2002_09_28,ERDRE-EN-ANJOU,13.2,2.7,0,11.87138889,NA
2002_09_29,ERDRE-EN-ANJOU,13.65,2.8,0,11.81444444,NA
2002_09_30,ERDRE-EN-ANJOU,12.95,1.6,0,11.75777778,NA
2002_10_01,ERDRE-EN-ANJOU,17.45,1.2,0.4,11.70111111,NA
